Time (s), df/f, epoch
1148.9548, -0.0240, 1
1148.9648, -0.0230, 1
1148.9748, -0.0212, 1
1148.9848, -0.0199, 1
1148.9948, -0.0227, 1
1149.0048, -0.0251, 1
1149.0148, -0.0249, 1
1149.0248, -0.0250, 1
1149.0348, -0.0244, 1
1149.0448, -0.0251, 1
1149.0548, -0.0242, 1
1149.0648, -0.0226, 1
1149.0748, -0.0249, 1
1149.0848, -0.0256, 1
1149.0948, -0.0250, 1
1149.1048, -0.0237, 1
1149.1148, -0.0223, 1
1149.1248, -0.0230, 1
1149.1348, -0.0237, 1
1149.1448, -0.0253, 1
1149.1548, -0.0280, 1
1149.1648, -0.0287, 1
1149.1748, -0.0283, 1
1149.1848, -0.0266, 1
1149.1948, -0.0259, 1
1149.2048, -0.0247, 1
1149.2148, -0.0224, 1
1149.2248, -0.0214, 1
1149.2348, -0.0212, 1
1149.2448, -0.0218, 1
1149.2548, -0.0201, 1
1149.2648, -0.0202, 1
1149.2748, -0.0218, 1
1149.2848, -0.0213, 1
1149.2948, -0.0206, 1
1149.3048, -0.0199, 1
1149.3148, -0.0219, 1
1149.3248, -0.0193, 1
1149.3348, -0.0171, 1
1149.3448, -0.0162, 1
1149.3548, -0.0172, 1
1149.3648, -0.0188, 1
1149.3748, -0.0198, 1
1149.3848, -0.0221, 1
1149.3948, -0.0219, 1
1149.4048, -0.0213, 1
1149.4148, -0.0197, 1
1149.4248, -0.0223, 1
1149.4348, -0.0248, 1
1149.4448, -0.0247, 1
1149.4548, -0.0249, 1
1149.4648, -0.0235, 1
1149.4748, -0.0224, 1
1149.4848, -0.0209, 1
1149.4948, -0.0219, 1
1149.5048, -0.0240, 1
1149.5148, -0.0259, 1
1149.5248, -0.0273, 1
1149.5348, -0.0276, 1
1149.5448, -0.0284, 1
1149.5548, -0.0263, 1
1149.5648, -0.0254, 1
1149.5748, -0.0255, 1
1149.5848, -0.0253, 1
1149.5948, -0.0249, 1
1149.6048, -0.0240, 1
1149.6148, -0.0259, 1
1149.6248, -0.0253, 1
1149.6348, -0.0253, 1
1149.6448, -0.0253, 1
1149.6548, -0.0266, 1
1149.6648, -0.0252, 1
1149.6748, -0.0214, 1
1149.6848, -0.0212, 1
1149.6948, -0.0206, 1
1149.7048, -0.0216, 1
1149.7148, -0.0217, 1
1149.7248, -0.0232, 1
1149.7348, -0.0246, 1
1149.7448, -0.0240, 1
1149.7548, -0.0237, 1
1149.7648, -0.0244, 1
1149.7748, -0.0251, 1
1149.7848, -0.0236, 1
1149.7948, -0.0220, 1
1149.8048, -0.0222, 1
1149.8148, -0.0207, 1
1149.8248, -0.0213, 1
1149.8348, -0.0233, 1
1149.8448, -0.0269, 1
1149.8548, -0.0296, 1
1149.8648, -0.0284, 1
1149.8748, -0.0274, 1
1149.8848, -0.0265, 1
1149.8948, -0.0267, 1
1149.9048, -0.0272, 1
1149.9148, -0.0277, 1
1149.9248, -0.0280, 1
1149.9348, -0.0251, 1
1149.9448, -0.0239, 1
1149.9548, -0.0234, 1
1149.9648, -0.0246, 1
1149.9748, -0.0243, 1
1149.9848, -0.0232, 1
1149.9948, -0.0245, 1
1150.0048, -0.0250, 1
1150.0148, -0.0256, 1
1150.0248, -0.0244, 1
1150.0348, -0.0246, 1
1150.0448, -0.0256, 1
1150.0548, -0.0252, 1
1150.0648, -0.0256, 1
1150.0748, -0.0248, 1
1150.0848, -0.0231, 1
1150.0948, -0.0211, 1
1150.1048, -0.0211, 1
1150.1148, -0.0239, 1
1150.1248, -0.0251, 1
1150.1348, -0.0261, 1
1150.1448, -0.0266, 1
1150.1548, -0.0280, 1
1150.1648, -0.0277, 1
1150.1748, -0.0255, 1
1150.1848, -0.0243, 1
1150.1948, -0.0207, 1
1150.2048, -0.0190, 1
1150.2148, -0.0180, 1
1150.2248, -0.0203, 1
1150.2348, -0.0244, 1
1150.2448, -0.0235, 1
1150.2548, -0.0231, 1
1150.2648, -0.0233, 1
1150.2748, -0.0250, 1
1150.2848, -0.0271, 1
1150.2948, -0.0268, 1
1150.3048, -0.0286, 1
1150.3148, -0.0302, 1
1150.3248, -0.0302, 1
1150.3348, -0.0292, 1
1150.3448, -0.0264, 1
1150.3548, -0.0259, 1
1150.3648, -0.0241, 1
1150.3748, -0.0227, 1
1150.3848, -0.0229, 1
1150.3948, -0.0221, 1
1150.4048, -0.0219, 1
1150.4148, -0.0224, 1
1150.4248, -0.0245, 1
1150.4348, -0.0264, 1
1150.4448, -0.0259, 1
1150.4548, -0.0251, 1
1150.4648, -0.0249, 1
1150.4748, -0.0254, 1
1150.4848, -0.0252, 1
1150.4948, -0.0249, 1
1150.5048, -0.0270, 1
1150.5148, -0.0273, 1
1150.5248, -0.0280, 1
1150.5348, -0.0293, 1
1150.5448, -0.0308, 1
1150.5548, -0.0321, 1
1150.5648, -0.0295, 1
1150.5748, -0.0276, 1
1150.5848, -0.0261, 1
1150.5948, -0.0241, 1
1150.6048, -0.0224, 1
1150.6148, -0.0212, 1
1150.6248, -0.0225, 1
1150.6348, -0.0235, 1
1150.6448, -0.0243, 1
1150.6548, -0.0266, 1
1150.6648, -0.0262, 1
1150.6748, -0.0252, 1
1150.6848, -0.0226, 1
1150.6948, -0.0210, 1
1150.7048, -0.0211, 1
1150.7148, -0.0190, 1
1150.7248, -0.0164, 1
1150.7348, -0.0150, 1
1150.7448, -0.0147, 1
1150.7548, -0.0169, 1
1150.7648, -0.0176, 1
1150.7748, -0.0198, 1
1150.7848, -0.0236, 1
1150.7948, -0.0248, 1
1150.8048, -0.0264, 1
1150.8148, -0.0271, 1
1150.8248, -0.0268, 1
1150.8348, -0.0270, 1
1150.8448, -0.0256, 1
1150.8548, -0.0271, 1
1150.8648, -0.0286, 1
1150.8748, -0.0288, 1
1150.8848, -0.0279, 1
1150.8948, -0.0261, 1
1150.9048, -0.0258, 1
1150.9148, -0.0248, 1
1150.9248, -0.0217, 1
1150.9348, -0.0211, 1
1150.9448, -0.0214, 1
1150.9548, -0.0236, 1
1150.9648, -0.0225, 1
1150.9748, -0.0204, 1
1150.9848, -0.0198, 1
1150.9948, -0.0178, 1
1151.0048, -0.0167, 1
1151.0148, -0.0165, 1
1151.0248, -0.0170, 1
1151.0348, -0.0194, 1
1151.0448, -0.0214, 1
1151.0548, -0.0242, 1
1151.0648, -0.0269, 1
1151.0748, -0.0267, 1
1151.0848, -0.0250, 1
1151.0948, -0.0227, 1
1151.1048, -0.0219, 1
1151.1148, -0.0213, 1
1151.1248, -0.0192, 1
1151.1348, -0.0181, 1
1151.1448, -0.0174, 1
1151.1548, -0.0177, 1
1151.1648, -0.0169, 1
1151.1748, -0.0186, 1
1151.1848, -0.0212, 1
1151.1948, -0.0212, 1
1151.2048, -0.0206, 1
1151.2148, -0.0192, 1
1151.2248, -0.0189, 1
1151.2348, -0.0187, 1
1151.2448, -0.0184, 1
1151.2548, -0.0189, 1
1151.2648, -0.0195, 1
1151.2748, -0.0195, 1
1151.2848, -0.0203, 1
1151.2948, -0.0240, 1
1151.3048, -0.0250, 1
1151.3148, -0.0242, 1
1151.3248, -0.0225, 1
1151.3348, -0.0217, 1
1151.3448, -0.0202, 1
1151.3548, -0.0188, 1
1151.3648, -0.0203, 1
1151.3748, -0.0223, 1
1151.3848, -0.0225, 1
1151.3948, -0.0213, 1
1151.4048, -0.0204, 1
1151.4148, -0.0186, 1
1151.4248, -0.0172, 1
1151.4348, -0.0181, 1
1151.4448, -0.0202, 1
1151.4548, -0.0207, 1
1151.4648, -0.0184, 1
1151.4748, -0.0175, 1
1151.4848, -0.0165, 1
1151.4948, -0.0156, 1
1151.5048, -0.0162, 1
1151.5148, -0.0185, 1
1151.5248, -0.0211, 1
1151.5348, -0.0212, 1
1151.5448, -0.0218, 1
1151.5548, -0.0222, 1
1151.5648, -0.0226, 1
1151.5748, -0.0196, 1
1151.5848, -0.0167, 1
1151.5948, -0.0153, 1
1151.6048, -0.0131, 1
1151.6148, -0.0123, 1
1151.6248, -0.0117, 1
1151.6348, -0.0140, 1
1151.6448, -0.0150, 1
1151.6548, -0.0161, 1
1151.6648, -0.0182, 1
1151.6748, -0.0208, 1
1151.6848, -0.0210, 1
1151.6948, -0.0178, 1
1151.7048, -0.0170, 1
1151.7148, -0.0168, 1
1151.7248, -0.0173, 1
1151.7348, -0.0191, 1
1151.7448, -0.0207, 1
1151.7548, -0.0208, 1
1151.7648, -0.0182, 1
1151.7748, -0.0166, 1
1151.7848, -0.0166, 1
1151.7948, -0.0168, 1
1151.8048, -0.0167, 1
1151.8148, -0.0165, 1
1151.8248, -0.0174, 1
1151.8348, -0.0170, 1
1151.8448, -0.0151, 1
1151.8548, -0.0139, 1
1151.8648, -0.0155, 1
1151.8748, -0.0181, 1
1151.8848, -0.0178, 1
1151.8948, -0.0180, 1
1151.9048, -0.0180, 1
1151.9148, -0.0173, 1
1151.9248, -0.0172, 1
1151.9348, -0.0180, 1
1151.9448, -0.0203, 1
1151.9548, -0.0193, 1
1151.9648, -0.0188, 1
1151.9748, -0.0178, 1
1151.9848, -0.0174, 1
1151.9948, -0.0168, 1
1152.0048, -0.0166, 1
1152.0148, -0.0195, 1
1152.0248, -0.0215, 1
1152.0348, -0.0221, 1
1152.0448, -0.0215, 1
1152.0548, -0.0218, 1
1152.0648, -0.0213, 1
1152.0748, -0.0196, 1
1152.0848, -0.0202, 1
1152.0948, -0.0207, 1
1152.1048, -0.0217, 1
1152.1148, -0.0222, 1
1152.1248, -0.0241, 1
1152.1348, -0.0271, 1
1152.1448, -0.0263, 1
1152.1548, -0.0256, 1
1152.1648, -0.0252, 1
1152.1748, -0.0245, 1
1152.1848, -0.0236, 1
1152.1948, -0.0221, 1
1152.2048, -0.0231, 1
1152.2148, -0.0238, 1
1152.2248, -0.0246, 1
1152.2348, -0.0239, 1
1152.2448, -0.0222, 1
1152.2548, -0.0237, 1
1152.2648, -0.0224, 1
1152.2748, -0.0229, 1
1152.2848, -0.0235, 1
1152.2948, -0.0249, 1
1152.3048, -0.0243, 1
1152.3148, -0.0234, 1
1152.3248, -0.0245, 1
1152.3348, -0.0243, 1
1152.3448, -0.0219, 1
1152.3548, -0.0205, 1
1152.3648, -0.0185, 1
1152.3748, -0.0176, 1
1152.3848, -0.0168, 1
1152.3948, -0.0193, 1
1152.4048, -0.0226, 1
1152.4148, -0.0234, 1
1152.4248, -0.0225, 1
1152.4348, -0.0211, 1
1152.4448, -0.0204, 1
1152.4548, -0.0186, 1
1152.4648, -0.0159, 1
1152.4748, -0.0154, 1
1152.4848, -0.0169, 1
1152.4948, -0.0189, 1
1152.5048, -0.0183, 1
1152.5148, -0.0208, 1
1152.5248, -0.0231, 1
1152.5348, -0.0227, 1
1152.5448, -0.0216, 1
1152.5548, -0.0195, 1
1152.5648, -0.0198, 1
1152.5748, -0.0204, 1
1152.5848, -0.0213, 1
1152.5948, -0.0235, 1
1152.6048, -0.0234, 1
1152.6148, -0.0226, 1
1152.6248, -0.0203, 1
1152.6348, -0.0193, 1
1152.6448, -0.0195, 1
1152.6548, -0.0178, 1
1152.6648, -0.0183, 1
1152.6748, -0.0199, 1
1152.6848, -0.0217, 1
1152.6948, -0.0219, 1
1152.7048, -0.0215, 1
1152.7148, -0.0227, 1
1152.7248, -0.0223, 1
1152.7348, -0.0212, 1
1152.7448, -0.0196, 1
1152.7548, -0.0188, 1
1152.7648, -0.0195, 1
1152.7748, -0.0191, 1
1152.7848, -0.0207, 1
1152.7948, -0.0234, 1
1152.8048, -0.0254, 1
1152.8148, -0.0253, 1
1152.8248, -0.0235, 1
1152.8348, -0.0227, 1
1152.8448, -0.0224, 1
1152.8548, -0.0202, 1
1152.8648, -0.0196, 1
1152.8748, -0.0205, 1
1152.8848, -0.0220, 1
1152.8948, -0.0235, 1
1152.9048, -0.0229, 1
1152.9148, -0.0234, 1
1152.9248, -0.0215, 1
1152.9348, -0.0188, 1
1152.9448, -0.0190, 1
1152.9548, -0.0196, 1
1152.9648, -0.0204, 1
1152.9748, -0.0192, 1
1152.9848, -0.0164, 1
1152.9948, -0.0171, 1
1153.0048, -0.0179, 1
1153.0148, -0.0199, 1
1153.0248, -0.0233, 1
1153.0348, -0.0259, 1
1153.0448, -0.0265, 1
1153.0548, -0.0233, 1
1153.0648, -0.0213, 1
1153.0748, -0.0201, 1
1153.0848, -0.0182, 1
1153.0948, -0.0169, 1
1153.1048, -0.0170, 1
1153.1148, -0.0189, 1
1153.1248, -0.0194, 1
1153.1348, -0.0191, 1
1153.1448, -0.0207, 1
1153.1548, -0.0220, 1
1153.1648, -0.0234, 1
1153.1748, -0.0232, 1
1153.1848, -0.0230, 1
1153.1948, -0.0251, 1
1153.2048, -0.0251, 1
1153.2148, -0.0233, 1
1153.2248, -0.0211, 1
1153.2348, -0.0195, 1
1153.2448, -0.0213, 1
1153.2548, -0.0217, 1
1153.2648, -0.0230, 1
1153.2748, -0.0244, 1
1153.2848, -0.0236, 1
1153.2948, -0.0206, 1
1153.3048, -0.0181, 1
1153.3148, -0.0181, 1
1153.3248, -0.0195, 1
1153.3348, -0.0195, 1
1153.3448, -0.0214, 1
1153.3548, -0.0228, 1
1153.3648, -0.0231, 1
1153.3748, -0.0243, 1
1153.3848, -0.0238, 1
1153.3948, -0.0236, 1
1153.4048, -0.0214, 1
1153.4148, -0.0183, 1
1153.4248, -0.0186, 1
1153.4348, -0.0206, 1
1153.4448, -0.0218, 1
1153.4548, -0.0220, 1
1153.4648, -0.0197, 1
1153.4748, -0.0202, 1
1153.4848, -0.0212, 1
1153.4948, -0.0218, 1
1153.5048, -0.0220, 1
1153.5148, -0.0211, 1
1153.5248, -0.0199, 1
1153.5348, -0.0181, 1
1153.5448, -0.0182, 1
1153.5548, -0.0204, 1
1153.5648, -0.0210, 1
1153.5748, -0.0200, 1
1153.5848, -0.0205, 1
1153.5948, -0.0214, 1
1153.6048, -0.0238, 1
1153.6148, -0.0232, 1
1153.6248, -0.0227, 1
1153.6348, -0.0229, 1
1153.6448, -0.0238, 1
1153.6548, -0.0244, 1
1153.6648, -0.0254, 1
1153.6748, -0.0267, 1
1153.6848, -0.0259, 1
1153.6948, -0.0229, 1
1153.7048, -0.0215, 1
1153.7148, -0.0223, 1
1153.7248, -0.0233, 1
1153.7348, -0.0248, 1
1153.7448, -0.0277, 1
1153.7548, -0.0286, 1
1153.7648, -0.0267, 1
1153.7748, -0.0247, 1
1153.7848, -0.0234, 1
1153.7948, -0.0247, 1
1153.8048, -0.0273, 1
1153.8148, -0.0291, 1
1153.8248, -0.0288, 1
1153.8348, -0.0271, 1
1153.8448, -0.0250, 1
1153.8548, -0.0255, 1
1153.8648, -0.0278, 1
1153.8748, -0.0287, 1
1153.8848, -0.0288, 1
1153.8948, -0.0288, 1
1153.9048, -0.0294, 1
1153.9148, -0.0302, 1
1153.9248, -0.0303, 1
1153.9348, -0.0292, 1
1153.9448, -0.0271, 1
1153.9548, -0.0256, 1
1153.9648, -0.0290, 1
1153.9748, -0.0313, 1
1153.9848, -0.0312, 1
1153.9948, -0.0301, 1
1154.0048, -0.0296, 1
1154.0148, -0.0286, 1
1154.0248, -0.0261, 1
1154.0348, -0.0245, 1
1154.0448, -0.0247, 1
1154.0548, -0.0250, 1
1154.0648, -0.0255, 1
1154.0748, -0.0266, 1
1154.0848, -0.0277, 1
1154.0948, -0.0273, 1
1154.1048, -0.0258, 1
1154.1148, -0.0241, 1
1154.1248, -0.0232, 1
1154.1348, -0.0242, 1
1154.1448, -0.0263, 1
1154.1548, -0.0281, 1
1154.1648, -0.0278, 1
1154.1748, -0.0267, 1
1154.1848, -0.0269, 1
1154.1948, -0.0308, 1
1154.2048, -0.0331, 1
1154.2148, -0.0341, 1
1154.2248, -0.0322, 1
1154.2348, -0.0297, 1
1154.2448, -0.0273, 1
1154.2548, -0.0260, 1
1154.2648, -0.0277, 1
1154.2748, -0.0288, 1
1154.2848, -0.0284, 1
1154.2948, -0.0272, 1
1154.3048, -0.0261, 1
1154.3148, -0.0238, 1
1154.3248, -0.0221, 1
1154.3348, -0.0224, 1
1154.3448, -0.0232, 1
1154.3548, -0.0231, 1
1154.3648, -0.0224, 1
1154.3748, -0.0216, 1
1154.3848, -0.0217, 1
1154.3948, -0.0215, 1
1154.4048, -0.0221, 1
1154.4148, -0.0238, 1
1154.4248, -0.0257, 1
1154.4348, -0.0260, 1
1154.4448, -0.0262, 1
1154.4548, -0.0250, 1
1154.4648, -0.0223, 1
1154.4748, -0.0194, 1
1154.4848, -0.0181, 1
1154.4948, -0.0182, 1
1154.5048, -0.0175, 1
1154.5148, -0.0173, 1
1154.5248, -0.0185, 1
1154.5348, -0.0207, 1
1154.5448, -0.0225, 1
1154.5548, -0.0223, 1
1154.5648, -0.0198, 1
1154.5748, -0.0172, 1
1154.5848, -0.0165, 1
1154.5948, -0.0193, 1
1154.6048, -0.0220, 1
1154.6148, -0.0228, 1
1154.6248, -0.0223, 1
1154.6348, -0.0220, 1
1154.6448, -0.0220, 1
1154.6548, -0.0216, 1
1154.6648, -0.0208, 1
1154.6748, -0.0205, 1
1154.6848, -0.0193, 1
1154.6948, -0.0184, 1
1154.7048, -0.0192, 1
1154.7148, -0.0208, 1
1154.7248, -0.0218, 1
1154.7348, -0.0206, 1
1154.7448, -0.0188, 1
1154.7548, -0.0162, 1
1154.7648, -0.0131, 1
1154.7748, -0.0110, 1
1154.7848, -0.0125, 1
1154.7948, -0.0146, 1
1154.8048, -0.0140, 1
1154.8148, -0.0136, 1
1154.8248, -0.0147, 1
1154.8348, -0.0148, 1
1154.8448, -0.0145, 1
1154.8548, -0.0153, 1
1154.8648, -0.0165, 1
1154.8748, -0.0171, 1
1154.8848, -0.0167, 1
1154.8948, -0.0164, 1
1154.9048, -0.0161, 1
1154.9148, -0.0166, 1
1154.9248, -0.0181, 1
1154.9348, -0.0199, 1
1154.9448, -0.0186, 1
1154.9548, -0.0169, 1
1154.9648, -0.0169, 1
1154.9748, -0.0182, 1
1154.9848, -0.0199, 1
1154.9948, -0.0219, 1
1155.0048, -0.0236, 1
1155.0148, -0.0245, 1
1155.0248, -0.0224, 1
1155.0348, -0.0193, 1
1155.0448, -0.0170, 1
1155.0548, -0.0153, 1
1155.0648, -0.0152, 1
1155.0748, -0.0177, 1
1155.0848, -0.0220, 1
1155.0948, -0.0244, 1
1155.1048, -0.0224, 1
1155.1148, -0.0214, 1
1155.1248, -0.0201, 1
1155.1348, -0.0191, 1
1155.1448, -0.0183, 1
1155.1548, -0.0192, 1
1155.1648, -0.0204, 1
1155.1748, -0.0192, 1
1155.1848, -0.0189, 1
1155.1948, -0.0184, 1
1155.2048, -0.0177, 1
1155.2148, -0.0174, 1
1155.2248, -0.0174, 1
1155.2348, -0.0174, 1
1155.2448, -0.0170, 1
1155.2548, -0.0171, 1
1155.2648, -0.0200, 1
1155.2748, -0.0227, 1
1155.2848, -0.0221, 1
1155.2948, -0.0198, 1
1155.3048, -0.0171, 1
1155.3148, -0.0155, 1
1155.3248, -0.0157, 1
1155.3348, -0.0179, 1
1155.3448, -0.0208, 1
1155.3548, -0.0219, 1
1155.3648, -0.0206, 1
1155.3748, -0.0194, 1
1155.3848, -0.0188, 1
1155.3948, -0.0192, 1
1155.4048, -0.0200, 1
1155.4148, -0.0220, 1
1155.4248, -0.0222, 1
1155.4348, -0.0197, 1
1155.4448, -0.0190, 1
1155.4548, -0.0193, 1
1155.4648, -0.0208, 1
1155.4748, -0.0223, 1
1155.4848, -0.0236, 1
1155.4948, -0.0229, 1
1155.5048, -0.0199, 1
1155.5148, -0.0179, 1
1155.5248, -0.0184, 1
1155.5348, -0.0199, 1
1155.5448, -0.0208, 1
1155.5548, -0.0194, 1
1155.5648, -0.0167, 1
1155.5748, -0.0146, 1
1155.5848, -0.0145, 1
1155.5948, -0.0164, 1
1155.6048, -0.0195, 1
1155.6148, -0.0198, 1
1155.6248, -0.0176, 1
1155.6348, -0.0161, 1
1155.6448, -0.0152, 1
1155.6548, -0.0158, 1
1155.6648, -0.0172, 1
1155.6748, -0.0188, 1
1155.6848, -0.0184, 1
1155.6948, -0.0164, 1
1155.7048, -0.0137, 1
1155.7148, -0.0159, 1
1155.7248, -0.0180, 1
1155.7348, -0.0187, 1
1155.7448, -0.0201, 1
1155.7548, -0.0200, 1
1155.7648, -0.0170, 1
1155.7748, -0.0153, 1
1155.7848, -0.0151, 1
1155.7948, -0.0176, 1
1155.8048, -0.0199, 1
1155.8148, -0.0209, 1
1155.8248, -0.0203, 1
1155.8348, -0.0179, 1
1155.8448, -0.0154, 1
1155.8548, -0.0147, 1
1155.8648, -0.0155, 1
1155.8748, -0.0163, 1
1155.8848, -0.0167, 1
1155.8948, -0.0173, 1
1155.9048, -0.0189, 1
1155.9148, -0.0194, 1
1155.9248, -0.0189, 1
1155.9348, -0.0189, 1
1155.9448, -0.0191, 1
1155.9548, -0.0186, 1
1155.9648, -0.0185, 1
1155.9748, -0.0185, 1
1155.9848, -0.0157, 1
1155.9948, -0.0140, 1
1156.0048, -0.0153, 1
1156.0148, -0.0188, 1
1156.0248, -0.0199, 1
1156.0348, -0.0194, 1
1156.0448, -0.0180, 1
1156.0548, -0.0163, 1
1156.0648, -0.0150, 1
1156.0748, -0.0145, 1
1156.0848, -0.0156, 1
1156.0948, -0.0161, 1
1156.1048, -0.0153, 1
1156.1148, -0.0149, 1
1156.1248, -0.0146, 1
1156.1348, -0.0153, 1
1156.1448, -0.0171, 1
1156.1548, -0.0194, 1
1156.1648, -0.0205, 1
1156.1748, -0.0203, 1
1156.1848, -0.0192, 1
1156.1948, -0.0185, 1
1156.2048, -0.0184, 1
1156.2148, -0.0163, 1
1156.2248, -0.0151, 1
1156.2348, -0.0158, 1
1156.2448, -0.0159, 1
1156.2548, -0.0152, 1
1156.2648, -0.0151, 1
1156.2748, -0.0158, 1
1156.2848, -0.0165, 1
1156.2948, -0.0167, 1
1156.3048, -0.0160, 1
1156.3148, -0.0153, 1
1156.3248, -0.0137, 1
1156.3348, -0.0134, 1
1156.3448, -0.0164, 1
1156.3548, -0.0180, 1
1156.3648, -0.0177, 1
1156.3748, -0.0164, 1
1156.3848, -0.0154, 1
1156.3948, -0.0147, 1
1156.4048, -0.0153, 1
1156.4148, -0.0173, 1
1156.4248, -0.0195, 1
1156.4348, -0.0206, 1
1156.4448, -0.0209, 1
1156.4548, -0.0217, 1
1156.4648, -0.0220, 1
1156.4748, -0.0217, 1
1156.4848, -0.0209, 1
1156.4948, -0.0198, 1
1156.5048, -0.0177, 1
1156.5148, -0.0148, 1
1156.5248, -0.0137, 1
1156.5348, -0.0150, 1
1156.5448, -0.0164, 1
1156.5548, -0.0187, 1
1156.5648, -0.0227, 1
1156.5748, -0.0260, 1
1156.5848, -0.0262, 1
1156.5948, -0.0248, 1
1156.6048, -0.0240, 1
1156.6148, -0.0221, 1
1156.6248, -0.0201, 1
1156.6348, -0.0192, 1
1156.6448, -0.0201, 1
1156.6548, -0.0215, 1
1156.6648, -0.0233, 1
1156.6748, -0.0253, 1
1156.6848, -0.0254, 1
1156.6948, -0.0233, 1
1156.7048, -0.0213, 1
1156.7148, -0.0209, 1
1156.7248, -0.0220, 1
1156.7348, -0.0231, 1
1156.7448, -0.0253, 1
1156.7548, -0.0276, 1
1156.7648, -0.0267, 1
1156.7748, -0.0230, 1
1156.7848, -0.0194, 1
1156.7948, -0.0189, 1
1156.8048, -0.0191, 1
1156.8148, -0.0197, 1
1156.8248, -0.0211, 1
1156.8348, -0.0226, 1
1156.8448, -0.0228, 1
1156.8548, -0.0234, 1
1156.8648, -0.0240, 1
1156.8748, -0.0243, 1
1156.8848, -0.0238, 1
1156.8948, -0.0229, 1
1156.9048, -0.0223, 1
1156.9148, -0.0191, 1
1156.9248, -0.0176, 1
1156.9348, -0.0197, 1
1156.9448, -0.0216, 1
1156.9548, -0.0231, 1
1156.9648, -0.0225, 1
1156.9748, -0.0210, 1
1156.9848, -0.0191, 1
1156.9948, -0.0173, 1
1157.0048, -0.0164, 1
1157.0148, -0.0173, 1
1157.0248, -0.0195, 1
1157.0348, -0.0210, 1
1157.0448, -0.0224, 1
1157.0548, -0.0240, 1
1157.0648, -0.0240, 1
1157.0748, -0.0235, 1
1157.0848, -0.0236, 1
1157.0948, -0.0231, 1
1157.1048, -0.0220, 1
1157.1148, -0.0211, 1
1157.1248, -0.0217, 1
1157.1348, -0.0223, 1
1157.1448, -0.0249, 1
1157.1548, -0.0266, 1
1157.1648, -0.0254, 1
1157.1748, -0.0214, 1
1157.1848, -0.0157, 1
1157.1948, -0.0159, 1
1157.2048, -0.0185, 1
1157.2148, -0.0221, 1
1157.2248, -0.0246, 1
1157.2348, -0.0242, 1
1157.2448, -0.0219, 1
1157.2548, -0.0201, 1
1157.2648, -0.0197, 1
1157.2748, -0.0213, 1
1157.2848, -0.0219, 1
1157.2948, -0.0217, 1
1157.3048, -0.0214, 1
1157.3148, -0.0211, 1
1157.3248, -0.0207, 1
1157.3348, -0.0215, 1
1157.3448, -0.0235, 1
1157.3548, -0.0246, 1
1157.3648, -0.0235, 1
1157.3748, -0.0214, 1
1157.3848, -0.0198, 1
1157.3948, -0.0191, 1
1157.4048, -0.0184, 1
1157.4148, -0.0195, 1
1157.4248, -0.0205, 1
1157.4348, -0.0212, 1
1157.4448, -0.0213, 1
1157.4548, -0.0212, 1
1157.4648, -0.0213, 1
1157.4748, -0.0206, 1
1157.4848, -0.0205, 1
1157.4948, -0.0211, 1
1157.5048, -0.0219, 1
1157.5148, -0.0209, 1
1157.5248, -0.0211, 1
1157.5348, -0.0207, 1
1157.5448, -0.0195, 1
1157.5548, -0.0185, 1
1157.5648, -0.0177, 1
1157.5748, -0.0170, 1
1157.5848, -0.0167, 1
1157.5948, -0.0172, 1
1157.6048, -0.0196, 1
1157.6148, -0.0223, 1
1157.6248, -0.0229, 1
1157.6348, -0.0224, 1
1157.6448, -0.0213, 1
1157.6548, -0.0201, 1
1157.6648, -0.0190, 1
1157.6748, -0.0186, 1
1157.6848, -0.0190, 1
1157.6948, -0.0177, 1
1157.7048, -0.0177, 1
1157.7148, -0.0186, 1
1157.7248, -0.0195, 1
1157.7348, -0.0211, 1
1157.7448, -0.0209, 1
1157.7548, -0.0207, 1
1157.7648, -0.0196, 1
1157.7748, -0.0169, 1
1157.7848, -0.0172, 1
1157.7948, -0.0190, 1
1157.8048, -0.0220, 1
1157.8148, -0.0237, 1
1157.8248, -0.0244, 1
1157.8348, -0.0236, 1
1157.8448, -0.0204, 1
1157.8548, -0.0175, 1
1157.8648, -0.0169, 1
1157.8748, -0.0177, 1
1157.8848, -0.0192, 1
1157.8948, -0.0204, 1
1157.9048, -0.0205, 1
1157.9148, -0.0199, 1
1157.9248, -0.0185, 1
1157.9348, -0.0183, 1
1157.9448, -0.0191, 1
1157.9548, -0.0204, 1
1157.9648, -0.0206, 1
1157.9748, -0.0204, 1
1157.9848, -0.0184, 1
1157.9948, -0.0169, 1
1158.0048, -0.0162, 1
1158.0148, -0.0193, 1
1158.0248, -0.0206, 1
1158.0348, -0.0199, 1
1158.0448, -0.0178, 1
1158.0548, -0.0168, 1
1158.0648, -0.0155, 1
1158.0748, -0.0145, 1
1158.0848, -0.0156, 1
1158.0948, -0.0177, 1
1158.1048, -0.0177, 1
1158.1148, -0.0175, 1
1158.1248, -0.0186, 1
1158.1348, -0.0195, 1
1158.1448, -0.0198, 1
1158.1548, -0.0199, 1
1158.1648, -0.0198, 1
1158.1748, -0.0183, 1
1158.1848, -0.0156, 1
1158.1948, -0.0144, 1
1158.2048, -0.0157, 1
1158.2148, -0.0176, 1
1158.2248, -0.0191, 1
1158.2348, -0.0202, 1
1158.2448, -0.0202, 1
1158.2548, -0.0195, 1
1158.2648, -0.0201, 1
