Time, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
2.25,42675.84,31419.07,32796.77,20971.21,-8795.891,18670.51,54160.91,-20837.54,-11725.83,-8886.458,32524.69,31275.91,33525.03,7798.249,-17041.85,-7033.595,-27071.93,-32811.65,-29637.19,22951.48,21226.29,42158.93,-10548,597.8506,16294.42,-26133.4,33414.54,-25971.3,29218.66,19345.31,5399.848,39892.89,36750.52,-24708.73,80390.36,9708.053,42404.48,34166.32,45680.32,42013.54,51690.43,43179.23,-22318.66,52060.21,28949.79,11598.31,13732.5,99389.35,5751.898,35473.98,56546.45
2.3,17564.74,26487.19,60287.18,43325.7,30838.08,-15405.44,26066.41,-42007.73,9180.705,-12444.61,-2252.902,8392.461,16855.19,-36874.23,-8229.416,-16583.23,-1166.414,-16692.18,-28788.69,38539.1,8439.569,35372.88,26170.67,14077.45,5997.212,-13359.26,41379.82,-22913.39,32600,32649.84,4091.118,4186.457,18184.09,-26495.51,73070.95,24703.47,36342.41,17424.71,16470.54,9602.203,40200.93,23118.27,-25242.19,58814.4,38206.88,-32060.1,36680.79,90504.59,37269.03,49437.8,41116.02
2.35,10809.07,13255.43,37072.98,-6464.203,20674.75,-4077.635,7401.389,-33570.45,-6705.44,-31631.92,-6678.938,20440.04,794.6988,-12185.71,-32320.79,-41906.53,-19653.13,-16474.69,-17950.6,-6924.733,-8108.793,31246.18,-1901.607,-5867.198,1395.362,-27855.15,25340.68,-23221.51,21964.83,27167.07,-20665.03,3285.834,-59.12086,-4760.566,74654.14,-3577.694,26375.36,-14659.9,32271.04,10114.23,13846.49,32867.6,-32657.03,64285.07,19390.62,-11952.67,3405.668,86652.66,12339.15,25912.75,27736.7
2.4,-19671.84,-5861.909,26088.26,-6022.717,1650.168,-9672.396,7954.065,-42569.58,-9065.823,-13420.5,-12623.44,-1794.394,-12660.03,-26506.72,-30126.06,-69173.66,-38684.98,-36716.39,-23328.96,8198.361,-26079.08,-14653.22,-7931.513,-21700.99,-34083.78,-13997.21,29915.66,-33351.06,9223.318,-4491.708,-26030.22,-9329.92,974.2346,-27398.69,42321.49,-1557.396,19037.36,6366.774,62915.05,5284.31,11846.27,23405.88,-28573.72,36708.31,10499.88,-41691.54,-11729.74,48459.85,-11689.98,37568.96,-366.6965
2.45,-28112.73,-17491.91,19198.48,-25584.14,-4783.582,-20058.99,-8152.176,-26145.2,-35581.4,-27954.83,-29071.12,-37177.54,-27596.3,-38529.82,-23715.72,-50002.39,-55808.46,-43930.13,-22871.37,-15473.61,-30763.58,-9511.678,-34713.59,-5840.678,-45828.41,-20534.75,16447.65,-35961.59,26851.98,-19494.54,-9638.265,5065.907,4.860744,-44443.32,30678.64,-31339.18,30223.61,-12079.62,54744.11,-1488.153,-18614.56,14118.3,-49313.47,26456.87,11600.31,-43831.02,-21365.88,36260.61,508.2136,38385.43,1837.357
2.5,-26312.54,-24640.51,-3751.375,-22607.39,-23527.14,18254.37,-2624.488,-24939.68,-42218.71,-30202.04,-18758.93,-32553.13,-22852.21,-37422.42,-64911.79,-82441.67,-75808.64,-50488.73,-235.6102,-43084.94,-38999.04,7715.364,-50927.42,-14907.89,-34881.2,-16966.04,18249.67,-50822.62,2576.338,-33187.97,-1158.806,30583.79,-19326.62,-40605.45,13817.67,-52856.01,-8243.413,-14328.61,51951.88,1803.857,-15879,35133,-45542.4,29848.25,-1100.494,-70821.8,9419.389,21331.36,-16209.08,13842.99,-6028.154
2.55,-56305.13,-31473.28,14468.72,-17709.93,-30160.3,-26927.8,-29359.92,-31918.39,-70692.89,-22772.19,-30795.88,-54785.54,-40553.34,-40242.67,-62357.34,-81965.42,-75642.13,-60829.95,-35325.24,-29455,-79996.05,-46979.7,-50565.05,-9544.957,-71404.92,-8037.361,-8844.764,-35749.7,160.3477,-52965.02,7205.21,-14214.26,-19821.22,-74551.77,-1530.828,-44620.38,20133.88,-30202.96,47185.53,3341.298,-23475.15,-6259.471,-34059.73,24572.88,-33407.93,-53931.77,-50600.05,6365.818,-46686.49,16865.7,-28889.16
2.6,-42372.75,-37301.68,10214.18,-36919.83,-17387.64,-22647.05,-45215.63,-25880.07,-63368.41,-21224.67,-47245.77,-38028.19,-46635.54,-58044.43,-51734.27,-93808.3,-99482.89,-58996.6,-18875.95,-50773.21,-82514.44,-59086.3,-89739.35,-7427.45,-71289.07,-14411.69,-22499.79,-29083.45,-3710.296,-54430.71,4906.284,5933.582,-10281.7,-82631.49,-15266.99,-60773.62,6670.791,-40966.6,41477.07,-3953.765,-33077.4,-10491.95,-43916.79,-3797.072,-39971.8,-52833,-54788.31,4181.328,-48085.81,17398.59,-32936.9
2.65,-31325.34,-48326.66,3951.245,-38675.68,-38990.09,-20623.01,-33712.26,-17371.11,-62964.24,-19882.24,-38565.04,-54977.44,-42045.59,-52873,-55052.89,-99977.48,-69175.94,-63566.78,-31459.8,-17084.41,-83401.28,-49241.13,-75963.64,-12409.58,-61857.82,-13213,-17678.63,-47289.55,4534.277,-73254.63,4084.741,10788.16,-28752.9,-104165.8,-18424.26,-64033.21,-2928.836,-38698.38,40038.05,-8727.204,-31345.78,-4232.691,-53668.81,540.0286,-47715.44,-55979.8,-67264.23,10616.47,-47537.42,27432,-30623.02
2.7,-19046.25,-59692.88,19434.95,-30069.32,-43751.8,-34528.09,-10839.92,8922.76,-55974.99,5789.29,-34947.42,-67229.18,-24971.64,-34316.13,-36957.1,-79655.3,-80060.27,-69979.51,-27487.23,-24817.59,-85033.8,-54039.45,-74666.41,-9673.283,-80449.18,-16206,-19784.15,-48500.05,-6900.659,-57094.71,6372.141,13159.77,-50274.32,-81961.34,-18497.49,-77790.17,-12216.04,-19142.62,55517.11,11650.11,-6293.779,-19950.09,-26678.89,1909.776,-45393.08,-50430.95,-54510.76,18324.29,-61448.27,44032.11,-13152.76
2.75,-21376.8,-32141.73,26272.11,-29828.17,-21925.96,-6603.719,-37272.61,-15402.07,-60925.81,-8771.63,-31100.48,-52626.81,-37891.64,-29849.01,-23004.81,-93208.27,-77735.96,-44337.24,988.5649,-16216.86,-74347.53,-59901.01,-52258.63,-10055.29,-49490.63,13034.72,15881.6,-42832.21,6443.692,-62362.48,6731.504,15624.79,-28523.11,-74585.91,-31489.29,-64574.56,940.0257,-4761.93,67215.6,22667.38,-4954.318,-14010.45,-44200.38,-7569.498,-31066.39,-37777.64,-32537.84,3416.511,-37757.06,62111.15,-10316.41
2.8,-18200.7,-4795.746,523.2476,-43974.08,-42829.84,20379.75,-44181.4,-28735.38,-43068.69,-5274.197,-34782.58,-53807.91,-9912.979,-31251.3,-38056.32,-88406.13,-65308.9,-43353.65,-12443.95,-42424.88,-67389.79,-9545.02,-38858.32,-21674.41,-56461.23,-14830.81,35209.3,-31106.63,9059.007,-52827.83,-22332.72,262.4731,-17772.51,-66378.48,-25401.13,-51770.06,-7017.171,-10829.12,39901.15,19608.93,-20932.2,5007.502,-42298.2,-6969.812,-28453.34,-7457.506,-51455.85,11101.65,-23518.24,97385.99,-11069.38
2.85,-26554.74,-22253.8,-2191.848,-50265.37,-4266.517,23645.53,-38586.53,-10872.3,-36311.32,-36151.56,-36628.18,-58778.05,-21545.28,3624.432,-51454.62,-67064.87,-61432.65,-59094.71,-15840.95,-32417.56,-75814.73,-16070.18,-49234.43,-17305.02,-54838.53,-18509.92,19701.58,-29371.71,-10924.86,-57362.07,1198.245,-165.6345,-5372.887,-70041.78,-39181.92,-55178.1,-22047.45,-4371.863,29954,21488.51,18624.47,-11271.94,-48989.09,-11504.5,-37564.46,-12554.8,-33907.14,6699.822,-44199.21,76142.35,-8588.602
2.9,-15479.23,-22241.97,-1042.473,-50073,-30679.91,25532.96,-30463.95,-5973.259,-57215.99,-41051.04,-47535.44,-53125.79,-15282.32,-2981.546,-60448.27,-80362.81,-72004.92,-51505.14,-20448.92,-47759.42,-91824.48,-21079.72,-50459.74,-23604.4,-55886.4,-32164.73,-12635.69,-33675.03,-10982.64,-59706.55,-8546.27,5758.899,-22527.48,-92056.42,-32263.08,-52928.96,4846.287,-19021.49,8190.767,33884.11,188.0553,-10464.51,-46191.87,-41339.34,-61149.68,-12162.56,-17368.34,4276.043,-36221.39,86027.78,-665.9919
2.95,-13533.25,-24984.17,-16320.4,-49798.19,-25909.95,15394.34,-52236.85,-31656.09,-51797.27,-19464.45,-33996.39,-45011.77,-25913.51,-20802.02,-57413.93,-66474.09,-77987.77,-44970.32,-23862.43,-28775.53,-84124.15,-13815.72,-56822.54,-19037.17,-63094.48,-8560.449,-24069.8,-35840.92,-25499.94,-56804.05,-18508.97,-10699.25,-17666.63,-80262.88,-25756.04,-49747.04,-3826.416,-19948.23,-538.7205,16359.17,-4348.352,-13083.14,-53573.57,-35373.52,-46514.34,-1806.471,-57688.42,3815.118,-54897.38,61271.78,-12136.78
3,-16320.14,-34984.85,-34820.11,-54606.37,-43987.69,5508.799,-29840.93,-21269,-65605.41,-33864.19,-49745.02,-59653.86,-45573.98,-24014.24,-67190.45,-76693.48,-70283.74,-40218.78,-25034.04,-16462.39,-88582.38,-37528,-58349.34,-10519.15,-85022.24,-22209.21,-25274.25,-23222.37,-26132.09,-61515.14,-18211.22,-1741.816,-29571.79,-78740.08,-33412.25,-57858.15,-15726.22,-23119.1,-10417.78,8179.528,-22649.01,-31825.84,-49655.38,-46779.16,-62296.61,-24623.55,-49482.06,6804.403,-53361.54,75639.56,-25392.16
3.05,-25177.34,-49452.55,-24232.41,-56508.95,-30028.3,-12504.31,-63643.05,-15034.95,-74516.43,-27324,-53251.86,-58061,-43084.49,-43924.32,-77002.84,-91965.96,-94866.01,-65343.61,-46619.3,-18264.66,-76601.81,-32119.83,-73932.35,-18360.93,-73702.91,4957.372,-39477.44,-31471.33,-34156.07,-70857.44,-24212.05,-25341.31,-31882.26,-100482.1,-29474.24,-59956.67,-9543.813,-26828.95,-14771.59,15342.19,-39998.93,-20439.8,-64492.89,-42066.23,-51909.54,-21686.93,-68136.2,-21322.35,-49701.43,44696.29,-46008.37
3.1,-31728.28,-49078.18,-34611.2,-56273.53,-49055.38,-12276.04,-45655.54,-21317.73,-69671.38,-3677.64,-58484.33,-53370.96,-37697.61,-47884.21,-68046.63,-71892.1,-86943.55,-60822.72,-34524.74,-42342.57,-80796.34,-48064.94,-74504.45,-4971.516,-68247.75,-12673.86,-48029.99,-52875.91,-21360.23,-76562.35,-25056.32,-25085.53,-38123.75,-76585.66,-50222.32,-69764.57,-4892.941,-36339.63,-16607.16,10790.51,-35727.16,-13500.76,-53908.41,-25521.47,-52172.81,-21741.26,-82028.16,-25971.37,-46394.14,18532.62,-44578.96
3.15,-26271.87,-55977.46,-29115.5,-58858.54,-50871.7,-26165.4,-37233.48,-16493.41,-66571.16,-28100.28,-46268.44,-54335.56,-42015.01,-51967.46,-77685.27,-96080.88,-68245.28,-34022.39,-45402.58,-20654.41,-58442.94,-51107.07,-46049.82,8518.438,-65867.16,-9973.268,-43992.12,-32508.21,-43405.48,-65016.13,-17309.45,-28800.64,-25839.9,-65655.46,-37064.01,-48046.12,10212.46,-59555.02,-17846.75,4690.214,-35985.92,-19406.93,-53581.89,-35659.45,-66438.23,-29996.36,-81295.88,-22099.13,-54799.72,47573.85,-43531.81
3.2,-31982.63,-50003.85,-38298.04,-61205.17,-63860.69,-9139.206,-52241.19,-11543.54,-71109.16,-16392.98,-39005.84,-65263.59,-46311.93,-52106.93,-73237.41,-84606.04,-100195.5,-33916.92,-49986.15,-35412.42,-76655.88,-53961.9,-66578.93,15264.01,-75403.47,-938.6588,-60406.68,-30333.64,-44338.35,-55134.68,-7299.828,-19917.58,-26657.65,-81377.87,-42639.76,-47454.32,-5969.326,-50808.25,-23808.02,11718.18,-18629.12,-10624.49,-53149.49,-46673.48,-58054.67,-26978.98,-70781.5,-13096.05,-56228.55,32367.72,-40148.93
3.25,-27517.24,-64118.86,-35051.28,-46661.82,-76124.15,9407.556,-54208.95,-24714.22,-54240.24,-9861.426,-11311.75,-49245.54,-38508.27,-44501.45,-102467.9,-74411.66,-69947.44,-19034.09,-30785.41,-7982.78,-85333.97,-46807.71,-53628.99,28353.78,-61468.16,-14201.55,-73373.65,-33680.58,-23445.96,-60806.64,-27015.79,-36684.24,-20205.35,-85202.53,-45706.09,-28835.13,-29554.96,-42638.87,-27214.09,12286.25,-24467.02,-26851.55,-35055.79,-20831.22,-60862.73,-28513.39,-74440.88,-14289.29,-58356.66,28802.26,-56304.17
3.3,-10628.31,-43176.26,-24402.56,-43629.27,-61165.47,-9755.674,-41952.41,-28424.72,-73469.79,-9922.523,-47949.87,-41666.82,-32392.67,-37503.34,-89938.12,-74839.52,-83063.29,-22316.89,-54730.73,-56257.28,-72477.54,-37734.27,-58897.8,20236.17,-46742.66,-22457.19,-53591.91,-46752.31,-59348.87,-72066.93,-8172.095,-39746.88,-32207.76,-88015.19,-13366.73,-49084.68,11778.5,-64901.5,-41396.16,15244.07,3846.629,-31556.21,-17157.42,-39135.48,-82091.88,-21983.53,-76613.95,-16912.7,-64323.07,16704.79,-33859.01
3.35,3986.208,-68290.16,-34724.39,-64569.52,-47909.82,-21194.75,-52147.96,-15612.59,-67242.7,-25846.6,-52676.07,-38631.77,-42396.96,-50135.58,-88755.34,-76885.98,-80273.99,-14516.46,-39168.73,-65832.88,-81065.24,-46287.82,-68593.13,14241.11,-60821.71,-16504.74,-66461.73,-43317.42,-52970.18,-82291.36,-15356.23,-42109.52,-31749.75,-91471.82,-24310.82,-36601.25,-3087.653,-51043.14,-34844.07,-489.1824,-20947.07,-10609.77,-45548.96,-42588.99,-71384.71,-28961.19,-45982.04,-24540.86,-55784.68,31787.54,-54120.82
3.4,-8450.411,-75156.23,-28671.68,-28969.01,-58172.43,-8686.122,-67306.14,-14148.78,-69826.95,-1120.337,-48992.59,-24820.49,-27354.93,-47492.86,-55891.44,-96608.99,-73948.59,-30440.83,-37062.74,-51790.33,-58103.01,-74787.13,-44495.44,48799.86,-69839.15,-5861.326,-73352.59,-39103.16,-41626.15,-58829.38,-11649.94,-25973.49,-12696.63,-85722.81,-17598.63,-33497.78,-2050.653,-45507.73,-15985.93,18273.73,-34051.17,-16014.25,-36051.54,-19487.2,-70527.95,-37069.77,-61065.96,-28578.69,-63064.39,11902.48,-40625.44
3.45,-11051.95,-49669.11,-35749.02,-61231.42,-50017.65,-9227.367,-76954.33,-11358.71,-46186.43,6394.366,-45531.02,-35598.28,-31512.7,-40925.57,-76471.28,-54069.2,-75294.36,-19770.89,-52540.96,-69730.01,-58441.89,-46227.87,-57581.79,41439.64,-52384.04,-19053.79,-82091.3,-17701.57,-44167.83,-39578.03,-12014.61,-46435.27,-25659.41,-68453.69,-6841.574,-30199.1,-11288.66,-56083.46,-16855.92,22619.01,-19780.64,-5593.08,-43606.7,-24774.86,-79762.77,-40724.98,-46528.19,-21938.83,-40147.19,23266.39,-47284.94
3.5,-4170.257,-57796.16,-39228.04,-22259.64,-61234.23,-15304.52,-59411.56,2312.281,-92961.69,-1130.202,-22428.87,-25329.69,-27199.93,-48765.1,-65660.59,-69041.02,-75810.52,-16814.23,-54815.91,-58223.07,-49551.77,-49409.5,-39452.71,44307.85,-76477.47,-13976.11,-57471.41,-34837.72,-57121.86,-48072.84,-1544.248,-26618.22,-32393.11,-76223.83,-11562.15,-43772.51,-1865.764,-53573.04,-22864.57,41076.73,-28677.09,6604.776,-27313.04,-10756.85,-89904.85,-38151.78,-50293.33,-26051.79,-71576.13,15239.02,-55168.73
3.55,8318.724,-55972.77,-42564.65,-32143.94,-39329.98,-21402.86,-50779.2,-14763.25,-52049.9,-19837.17,-34711.66,-29467.17,-13184.88,-48425.11,-72495.19,-45317.45,-85814.4,-19367.38,-51748.66,-66722.03,-33098.25,-33347.59,-25331.3,45097.39,-58809.8,-38107.51,-56853.89,-24208.65,-63188.21,-35826.27,-7522.955,-31467.78,-30382.4,-66554.18,22219.84,-21620.34,7449.551,-44194.05,-30282.39,34688.92,-27280.77,6364.329,-50078.96,-10943.8,-76162.59,-21707.22,-43788.4,-20080.83,-44133.92,22858.81,-17794.31
3.6,49594.79,-32233.5,-26144.7,-44551.04,-47677.04,-6832.531,-36061.16,-33622.8,-53518.84,-16868.97,-24446.37,-4801.916,1474.005,-14143.1,-78078.71,-51333.91,-76356.8,-6933.213,-57105.27,-56668.88,-51011.09,-27282.67,-26695.29,33167.48,-25146.02,-13203.38,-68193.12,-26335.42,-50132.84,-25611.78,-12432.93,-29151.71,-21462.48,-72409.37,53352.14,-4035.04,-1681.132,-64143.26,-17331.28,14361.59,-18042.79,32928.83,-28905.84,-30094.22,-82949.78,-24203.18,-33726.21,-15132.62,-52366.16,14580.42,-7938.837
3.65,35166.15,-18957.08,-31254.48,-61888.31,-35462.3,2443.861,-60468.52,-24871.34,-74542.34,-16277.1,-19813.59,4247.722,-20993.1,-63600.7,-73023.79,-47275.25,-71982.59,-7847.349,-64300.68,-57920.09,-33813.36,-32227.85,-38446.34,44817.23,-36918.29,-24593.15,-83266.61,-36256.98,-63760.88,-17905.91,-5442.183,-10146.21,-30358.58,-74403.76,31940.67,-28519.07,29955.11,-73189.98,-31198.07,15833.54,-22043.73,14343.25,-39743.44,-17757.15,-67226.62,-49773.66,-33264.38,-31162.03,-58191.75,9823.316,-19929.23
3.7,40510.16,-28678.23,-6533.34,-49415.78,-71639.06,-5054.319,-42180.87,-14135.24,-78895.52,-15606.49,-18427.07,-12143.73,-27134.45,-32006.62,-62129.21,-53706.04,-89489.03,-14557.3,-64594.38,-48586.48,-55099.42,-28441.06,-42352.59,27321.17,-58150.69,-18709.12,-62277.31,-49309.16,-69326.47,-39079.82,27131.1,1601.92,-28192.14,-81109.38,6697.21,-29105.9,17570.7,-39128.88,-32363.57,32406.88,-15277.45,27043.03,-36555.79,-29729.41,-90614.22,-39032.67,-61115.89,-33391.17,-70362.91,-11538.84,-14952.56
3.75,13736.84,-4132.38,-15794.11,-25113.94,-32364.11,4932.792,-42989.68,-30920.4,-50802.19,-9345.43,-16988.03,11946.46,-13120.99,-23809.67,-46178.77,-47329.05,-80283.46,-11546.01,-45334.46,-45265.08,-42104.64,-28268.92,-30417.78,23251.35,-34292.49,-22797.15,-61100.31,-16483.08,-71653.68,-39870.2,20248.77,7810.725,-14240.76,-62740.63,6169.704,-14953.68,9182.402,-45472.41,-17033.88,28586.58,-20547.93,21066.01,-34746.51,8449.415,-71051.14,-37732.29,-19695.77,-28122.43,-51749.69,10682.59,-16690.94
3.8,25608.64,-38504.24,-12294.92,-28473.72,-47554.98,17462.87,-28143.23,-8424.992,-66983.73,-4801.555,1143.602,-1652.4,-14368.89,-11933.06,-56698.83,-35279.66,-57398.1,-8995.906,-64562.49,-62830.47,-42277.2,-34467.57,-30965.71,23709.24,-55094.81,-19854.62,-78055.55,3733.288,-47836.56,-27365.02,15055.6,-3502.409,-18109.37,-49716.29,-4109.971,-26923.46,-11665.64,-43157.51,-11259.7,43539.38,-8494.145,4470.438,-29114.93,-8942.202,-65648.9,-47499.85,-19898.96,-31872.59,-54677.52,12875.14,-15094.73
3.85,46277.82,-19888.5,-20300.16,5258.901,-48328.7,20167.58,-43871.83,-31650.29,-41243.75,-36292.48,7173.363,19014.83,-7827.249,-15179.63,-24591.3,-13050.78,-53047.18,13728.99,-34807.57,-38752.43,-3541.951,-15281.65,-13468.64,5869.726,-36869.82,-33696,-68320.79,-12530.98,-59642.12,-17986.51,22242.41,16763.56,1661.328,-52108.21,17415.95,9989.853,-3243.885,-45917.44,-28313.06,27018.77,-18774.76,3904.548,-24439.64,16395.75,-70041.72,-15858.25,-18199.56,-7615.429,-44632.9,-14252.76,-26564.62
3.9,31401.46,-48677.13,-25860.52,-20877.89,-40150.74,-2383.29,-39441.74,-6501.536,-62833.51,-24833.35,-5584.486,15542.99,-4054.292,-32941.61,-44493.3,-44256.35,-63492.92,-13322.53,-67692.03,-30133.92,-46864.77,-34675.7,-41521.27,8726.288,-45195.36,-23084.04,-55849.5,-19969.71,-73474.11,-27714.09,-3346.883,-9458.201,-25330.05,-50189.28,12917.51,-28236.9,18333.12,-60236.89,-29309.7,38051.46,-13988.39,1053.749,-13290.46,-20310.47,-57328.48,-20211.6,-41195.28,-50733.16,-69982.2,-34245.65,-27891.28
3.95,10919.6,-38717.02,-25425.83,-32671.24,-38137.4,6378.638,-51772.32,-35707.05,-61859.25,-20623.39,-23539.54,-22.28983,-45473.25,-31372.85,-58164.13,-70187.09,-71856.61,-21128.64,-66393.33,-49343.43,-39113.93,-64885.04,-51782.66,6902.369,-48782.77,-32851.16,-60354.82,-41071.5,-90164.62,-48736.01,-4629.47,-35268.08,-36998.23,-69451.13,-11963.36,-27032.11,7649.542,-59941.46,-8793.445,36629.42,-31877.01,9804.53,-29872.17,-18105.44,-73624.53,-62582.75,-36416.04,-40356,-76222.59,-33627.43,-28472.43
4,7614.112,-66773.44,-8528.773,-29756.02,-71155.23,-22395.8,-64624.44,-12502.17,-81633.81,-8093.706,-22523.05,-15687.41,-34635.8,-51020.23,-72226.95,-66953.51,-90603.93,-42827.43,-71725.6,-57098.57,-75873.84,-53847.81,-60494.39,33512.12,-95319.19,-8123.024,-94669.93,-57221.11,-95249.01,-67720.7,-8563.846,-28480.25,-50744.84,-61524.97,-25271.02,-40163.21,15308.34,-68178.47,-19772.42,36561.75,-41800.09,9203.229,-13157.62,-28462.76,-100394.4,-50357.03,-62791.25,-65160.71,-108747.8,-32326.18,-41466.48
4.05,13365,-55254.63,3566.906,-46795.27,-60558.67,-7095.283,-46118.34,-40664.59,-77573.21,-13336.42,1831.026,-6202.342,-62477.04,-27086.66,-78904.68,-73969.15,-104829,-69705.27,-86021.32,-30920.25,-51600.78,-63029.14,-44706.06,36695.72,-75275.45,-38372.58,-91401.91,-63595.44,-97625.2,-47499.89,-1841.021,-16763.04,-21576.92,-76761.88,-6381.622,-42900.32,-8057.987,-38938.64,-15478.9,25850.52,-29228.9,10378.57,-16088.62,-33244.59,-71717.09,-80847.01,-78095.8,-65551,-99284.88,-33430.21,-37599.02
4.1,12536.72,-48424.88,-10067.26,-30202.18,-57929.68,-27010.91,-40900.98,-45657.33,-77844.7,-32393.34,-9554.67,7613.681,-26706.95,-43295.32,-63055.08,-76152.34,-63972.99,-29926.48,-82000.16,-33378.3,-70096.34,-33237.45,-44512.26,34992.61,-71083.8,-24490.48,-78198.97,-44696.17,-77169.95,-37452.54,-22312.94,-26866.62,-37089.5,-55891.71,-4396.256,-38461.63,5363.771,-69317.93,-1537.468,16008.82,-52265.57,24892.9,-11744.16,-9727.882,-83284.47,-63890,-59301.16,-49475.02,-69709.41,-17052.58,-40563
4.15,6945.074,-66899.52,-12015.22,-13626.51,-60287.33,-14192.76,-41503.12,-19898.54,-67830.67,-21257.51,-15185.15,5063.067,-58651.47,-60817.63,-61685.02,-63706.55,-89529.59,-36870.63,-64732.84,-32019.37,-64323.55,-19493.86,-37028.76,50187.71,-81258.8,-20535.21,-85385.2,-41087.18,-97392.86,-45237.24,-15098.41,-39057.67,-31444.09,-67796.38,-11626.93,-75042.27,16151.56,-51392.54,-6653.586,19947.34,-27445.03,1360.71,2274.983,-796.7886,-84526.34,-45676.68,-49582.24,-69560.34,-94447.26,-18707.33,-32700.21
4.2,70.06474,-63453.59,-28452.92,-32921.81,-55264.41,-30046.91,-52883.1,-43339.73,-72999.64,-777.6835,-9008.514,-6674.929,-59372.93,-57720.2,-70511.23,-89796.62,-99293.23,-71718.4,-64823.55,-60325.67,-61569.54,-17145.47,-76596.84,39814.14,-74471.62,-22217.34,-87057.72,-34207.86,-71046.83,-46979.19,-6642.799,-54499.62,-33055.42,-61437.17,-18067.85,-57276.8,3158.912,-71805.92,-26725.23,17347.33,-49153.86,-13316.23,-9718.101,11453.48,-92654.66,-71054.83,-59840.5,-73984.53,-75922.94,-14296.55,-29648.95
4.25,-2927.661,-92339.63,-13770.88,-14964.58,-86298.67,-14414.03,-53452.9,-13908.94,-100775.3,-11031.82,-32504.77,-3785.158,-48890.17,-66948.43,-78147.91,-87046.57,-117883.9,-60483.7,-72214.94,-48994.46,-73967.59,-18934.68,-57803.92,20994.6,-109855.4,-38365.96,-108607.8,-59010.73,-112345.4,-73153.87,-15863.47,-4924.917,-38995.26,-97282.67,-35352.07,-92990.23,13526.8,-62875.96,-43790.88,22330.06,-67815.27,-3528.744,2191.075,-11229.16,-109902,-69489.73,-88066.56,-90127.13,-106362.5,-44478.98,-70065.98
4.3,-12012.38,-86453.4,-27948.43,-50155.75,-83671.31,-45838.17,-69183.7,-29471.87,-92977.32,-27554.54,-67517.38,-35064.82,-93475.42,-71109.71,-80989.12,-108699.5,-114695.4,-71714.48,-92741.61,-71326.65,-82078.66,-47659.79,-75543.92,7227.263,-111457.1,-51763.84,-126853.6,-48720.27,-96979.06,-85985.83,-5773.309,-62822.72,-63055.29,-85985.37,-45669.48,-74302.94,4921.859,-66684.35,-49457.32,22424.55,-60448.46,-10071.2,-15185.89,-21431.04,-121840.5,-75303.36,-99090.88,-104185.7,-129047.1,-53438.34,-68424.49
4.35,-49935.99,-107852.8,-33787.84,-76066.16,-80444.24,-60306.39,-74970.36,-16810.96,-108557.7,-26272.91,-54789.82,-40694.19,-80154.39,-92527.63,-102370.4,-112094.6,-122912.4,-74925.59,-80928.13,-64505.4,-74824.27,-84943.52,-96953.36,33125.82,-111970.1,-18955.04,-129622.6,-73411.64,-118109.1,-109966.8,6607.149,-19007.07,-50736.48,-110326.1,-46860.98,-86956.19,5743.757,-70930.15,-50513.25,30809.49,-49618.95,-15785.89,-4399.864,-29609.5,-130743.1,-78953.66,-118081.4,-118040.9,-117425.5,-63797.17,-65256.14
4.4,-46632.5,-109232.8,-38583.73,-84580.45,-87052.09,-59796.02,-72651.73,-25963.82,-103060,-22611.71,-53488,-51929.72,-98165.59,-83770.68,-89496.17,-132320.7,-109867.6,-86156.16,-68231.09,-82976.86,-107076.6,-69204.31,-113832.5,25827.47,-127952.9,-34018.52,-144352.8,-59948.04,-80656.7,-100710.6,-13034.03,-50546.54,-44961.65,-98526.64,-34877.1,-108030.3,11838.17,-66731.99,-54009.59,11734.27,-51321.43,-12461.42,9108.438,-15182.84,-139348.1,-85745.2,-96350.52,-109984,-137204.5,-84262.58,-87156.73
4.45,-40107.73,-108167.6,-31431.29,-71595.38,-86605.68,-73852,-62708.53,-28051.61,-98831.2,-38484.53,-81091.45,-33266.37,-94127.53,-102400.9,-104741.3,-120054.9,-134224.8,-92025.95,-82939.27,-68306.45,-90364.98,-87118.09,-116628,25720.13,-109412,-35317.18,-133823.8,-66592.88,-113374.2,-107531.3,-24227.6,-29982.49,-65847.73,-108543.1,-61317.2,-101859.8,4747.134,-91633.95,-50709.35,12219.59,-61208.24,-29848.03,-24350.03,-23068.96,-129276.7,-94810.39,-102380.2,-125372.3,-148318.3,-64281.1,-84483.45
