Time, C050, C051, C052, C053, C054, C055, C056, C057, C058, C059, C060, C061, C062, C063, C064, C065, C066, C067, C068, C069, C070, C071, C072, C073, C074, C075, C076, C077, C078, C079, C080, C081, C082, C083, C084, C085, C086, C087, C088, C089, C090, C091, C092, C093, C094, C095, C096, C097, C098, C099, C100
83.7,-45683.02,-5082.496,-31149.93,-11443.19,78066.18,4026.53,-43185.43,-23095.78,-17946.07,12939.22,-35942.03,-12056.21,-20480.96,27624.78,-75457.74,-19308.46,33820.14,-22805.89,42602.09,-72022.01,21599.96,-72705.24,-1126.083,7894.35,3428.064,83531.63,50352.87,65398.04,61340.23,901.2109,-54649.63,-47760.89,-11669.31,14194.17,25555.24,45594.86,-55438.31,-27700.78,-13363.03,-51827.39,7550.919,14649.68,83657.67,10533.38,79865.68,-35668.44,-20340.48,-49247.45,15573.11,58144.8,1798.51
83.75,-35806.61,-31938.83,-12719.18,-23724.05,75887.05,4223.065,-68935.33,1295.379,-21398.61,-3728.614,-22160.37,-3623.838,-5636.1,23869.29,-55044.57,533.2114,68482.39,-26460.34,37483.42,-76862.11,27762.26,-78407.05,10762.29,19574.24,2547.065,97475.11,55049.04,75254.51,45655.68,15808.58,-54470.35,-29618.96,-12238.15,24988.67,19138.54,20173.98,-49442.38,-27606.96,-4509.142,-44101.39,16811.65,-4667.106,98378.88,-6509.877,90970.48,656.1954,-763.2939,-38473.07,13743.39,52026.86,-30271.45
83.8,-34585.13,-27833.37,-9798.131,18635.51,76700.74,10823.94,-67507.21,-5163.471,8247.71,5639.634,-24481.53,-15333.22,-15800.87,51071.7,-53288.24,42322.96,47768.79,-3446.861,33699.9,-63048.29,37818.22,-84396.7,9824.76,22267.03,5139.205,85715.78,60988.78,66303.48,46450.54,33080.46,-60986.31,-16414.13,-25765.91,26297.26,-9077.329,31412.95,-43790.59,-1253.722,8268.111,-41246.31,-1511.834,-3158.416,84085.27,-8824.084,72315.38,7865.543,2033.342,-51717.17,16184.08,44213.94,-3080.972
83.85,-22281.33,-35663.71,-25273.83,10337.49,85336.22,26853.49,-49290.01,-18820.62,12741.54,-5332.186,-24913.38,15374.04,3984.668,51892.86,-60251.75,46690.55,75062.98,-8658.519,28976.62,-67731.19,35174.57,-55294.82,13162.87,14390.99,2752.985,49692.71,44598.24,52500.89,48681.64,58725.51,-62544.43,-11387.9,596.6781,46017.79,23556.49,57509.05,-16544.47,-20178.03,-33552.74,-33755.26,2132.402,16988.32,85391.2,-22437.44,67118.6,42189.95,8475.392,-49932.88,31947.2,50666.45,-2610.474
83.9,-24080.46,-16590.16,-18995.11,5078.999,78065.35,35323.62,-39996.94,-15683.32,9219.9,5941.323,-26530.66,11166.83,2615.155,54510.94,-51590.48,67737.74,70807.23,-5669.189,33094.92,-57643.82,57522.98,-41564.21,8308.584,-11620.03,17082.32,48860.6,19941.3,67004.21,57732.93,60245.99,-49627.35,-25646.82,-33709.18,60070.13,29125.95,48553.91,-12136.11,-18264.13,-20708.83,-33567,16926.65,2384.28,90886.37,-14331.1,53937.02,20427.45,44709,-30107.86,28878.95,41991.51,-3479.393
83.95,12905.76,-5545.802,-35213.64,5424.138,60422.2,29709.5,-42181.93,3312.43,4303.059,10522.39,-22460.75,-5987.167,30581.68,76175.71,-57401.38,65755.21,55771.55,-12432.44,48700.29,-70418.61,26674.77,-50537.59,-172.172,17560.87,-4687.507,49700.99,12906.46,56118.62,27111.4,32530.18,-53291.34,-54821.3,-22526.14,61122.31,34973.82,53568.5,-14713.52,-6216.074,-21805.09,-34145.57,25101.11,-4333.033,55982.43,-17451.77,57507.41,33148.2,25852.22,-29937.27,29034.74,38220.66,-6440.046
84,19152.42,5156.471,-31569.83,-10840.56,73928.37,13910.35,-62154.94,3168.303,25579.41,4871.795,-30113.56,-1537.286,24429.97,51260.11,-44980.35,90510.73,69260.02,-12047.19,37007.55,-83427.93,39640.15,-56023.71,14209.35,9016.459,6969.569,61200.24,32515.94,63273.77,17031.3,66953.99,-56186.31,-38656.78,-13900.49,67784.07,25664.04,42789.36,-9438.759,-23217.71,-15904.81,-38842.86,19413.3,18224.13,50692.03,-1759.893,65886.91,42354.64,47865.41,-17152.38,28773,37291.72,20720.84
84.05,21008.35,15749.44,6699.274,10206.1,53119.14,24780.31,-11360.05,-12811.65,38665.97,17906.04,4.581858,17693.15,49457.34,62559.16,-33115.04,143566.4,86494.21,-581.3425,56499.45,-43140.63,56103.77,-18022.48,29665.06,17058.17,20465.89,51924.89,58443.36,34551.57,32373.8,90254.17,-42199.28,-31613.14,-14223.8,88077.63,28420.1,74944.9,-14980.28,-4088.02,-88.98354,-39452.59,31188.72,10086.99,52906.67,-18374.98,70461.75,35741.67,90616.72,-12123.96,25654.11,74687.5,54947.77
84.1,-8168.329,30507.17,-3005.608,28156.94,65659.24,35604.16,3784.316,-24491.53,28974.07,50123.28,-346.3916,26056.5,59686.88,87603.92,-4836.714,170709.4,83863.8,21869.09,67975.52,-26325,65242.88,5677.106,48844.7,16811.04,25370.17,37017.56,56594.96,49257.42,49590.42,108916.5,-60444.57,-36137.94,15540.81,101735,61365.82,88237.81,-756.302,18418.3,14363.27,-35823.72,9777.771,22292.02,40124.16,2642.377,81363.09,40940.59,92286.23,-3611.08,35806.92,82935.28,70283.63
84.15,37343.73,42336.08,-10458.54,37178.25,71885.8,49970.29,7954.173,7460.084,65428.77,38009.25,16325.34,31650.42,83600.33,60627.58,3306.705,183410.1,96827.37,21765.54,74924.65,-15175.94,93912.37,-6593.995,48808.21,18822.72,69638.69,23393.99,78089.15,67076.05,61917.43,107988.1,-51642.04,-2136.554,-10336.9,106912.4,72656.69,89310.28,-12181.22,47668.26,7715.046,-47646.3,57931.16,22484.55,40591.72,-5023.202,120368.1,52214.17,90194.72,18522.19,62584.37,84687.95,105413.4
84.2,44286.87,42328.78,6514.972,51477.39,73708.14,46472.43,3473.637,2297.362,64078.66,29405.42,30720.35,38668.69,93318.19,98961.87,18626.75,199451.4,109155.4,46092.8,83013.48,-11946.16,117642.4,-7755.628,71481.75,10833.71,44720.05,44417.56,88961.48,42482.01,48193.68,137008.4,-69612.06,-17308.38,-32631.68,141287.3,80204.16,115344.8,-21976.27,39397.34,20929.33,-42135.98,38607.21,35082.3,30838.2,6635.347,105352.5,66774.91,149496,35473.8,62774.5,89604.73,94881.48
84.25,43082.57,49534.32,661.8147,81103.61,62122.22,47102.13,17375.95,20539.36,131708.7,12828.68,40034.87,50825.38,102691.9,112773.1,24348.7,211394.5,121306.5,72969.13,84708.38,13232.76,136771.7,18852.17,84666.27,16133.68,48845.67,26493.16,71598.24,40180.55,42907.57,177620.2,-30074.62,3932.35,9059.012,137949.4,59191.47,115977.5,-5073.105,64887.17,58125.48,-32524.92,89388.05,60067.07,31971.5,26542.77,126680.6,85193.48,154128.2,35097.42,75027.55,102180.1,95053.96
84.3,53799.27,37996.45,32399.07,66023.35,63540.05,57970.37,42719.55,14235.56,138337.2,32956.6,24532.28,74106.6,130921.2,93850.46,21425.16,241610.2,131278.3,55962.75,85537.38,25185.17,131359.2,-5660.265,98497.23,-7556.02,87951.95,68457.2,106035.7,57206.87,75739.58,167504.7,-41817.7,42558.5,-18606.88,143233.4,92673.16,139512.3,-17459.53,62490.26,60675.89,-44904.71,60115.4,42905.5,31440.51,18887.26,136198.8,59109.25,166077.3,53894.27,83765.62,96720.55,104166.8
84.35,53672.02,48236.83,35601.58,77771.61,42036.59,67271.32,46135.57,26880.61,137380.1,20979.62,62040.14,46105.04,136998.4,105638.4,34869.5,209458,123983.1,86207.98,105548.1,56508.69,147498.2,31619.85,127150.1,-13405.53,86007.6,52729.77,133619.8,58144.91,56179.2,166417,-26349.41,23623.74,4371.931,131264.4,105343.9,112134.9,-12106.61,61073.76,58273.26,-21351.08,43041.56,38259.16,26708.97,1282.106,104240.6,75430.9,167440.1,57831.42,83984.04,98072.34,90706.59
84.4,61693.82,56401,17994.4,136728.7,50804.71,80031.9,78745.13,18846.63,159251.4,8814.782,92379.26,82819.81,139842.4,125436.4,25801.28,263255.8,127029.5,93017.15,100340.9,82606.95,169931.1,37272.74,116489.4,-4601.437,125216.4,27857.37,121757.3,56685,76160.73,186365.4,-36879.47,19280.77,2412.364,148459.8,117518.9,146323,2835.102,88621.76,62180.7,-43960.4,74254.7,59938.15,28242.35,-13438.54,133355.3,105924.7,186714.8,73668.29,113582.4,110270.9,92794.41
84.45,59727,43956.89,25189.17,137952.9,53612.14,87742.32,79749.34,27691.92,162909,18402.17,103175.9,76876.91,136861.9,117448,49509.41,225867.1,122583.8,99833.25,104836.3,86331.46,172729,61990.27,144750.3,-3149.146,109351.1,32449.33,111962.8,58275.88,69769.16,179822,-17077.98,34235.52,14198.24,152934.9,109100.4,135467,19354.07,93477.63,61935.16,-25256.85,70131.9,60512.84,20062.98,-715.8381,145829.3,103225.7,185312.2,67302.3,84412.01,116733.9,97721.71
84.5,90985.69,50793.93,42185.31,118227.1,55650.57,105715.1,91734.42,14834.16,169733.6,23051.42,89518.88,94298.63,138928.3,107399.6,46553.79,238810.4,139407.4,84049.56,97638.83,84804.6,163378.1,65461.96,147770.5,4881.941,117324.6,11430.6,126146.8,67363.74,65954.63,197690.7,-1756.512,31376.16,7300.225,130191,108327.8,132997.1,33673.7,89338.14,68787.97,-22633.63,69918.13,48331.46,24452.62,-2751.118,112172.7,99439.7,183405.9,107286.1,74784.88,114787.4,96182.22
84.55,76322.69,43660.55,18171.91,122494.2,32543.84,68893.79,86059.63,14891.17,180839.2,12539.55,108691.5,78690.18,120338,91715.34,55101.02,222447.9,150158.2,110855.1,75371.04,90723.88,169767.3,56065.08,148388.4,10245.16,124700.4,13680.06,136810.7,70102.51,66547.98,192790.2,-3932.771,15251.14,-4532.304,152562.6,114335,141287.7,31350.95,74502.16,53925.45,-23242.66,46611.71,65659.66,25264.57,5994.119,110666.8,73771.52,182333.7,106933.6,90175.77,117073.7,97910
84.6,73633.55,78184.38,24004.6,119217,51900.1,90406.77,77799.59,-7990.777,194611.4,-10034.15,103722.6,80874.69,132185.8,100885.9,42145.91,222372.6,136645.5,81048.11,105261.9,94186.72,202597.8,54011.23,167388.9,894.1953,115290.4,-1810.155,151905.9,60242.77,76878.44,226617.3,-13651.64,24577.61,28823.53,157242.2,123205.4,173034.1,16899.85,56771.77,77182.12,-42165.49,16032.73,29462.53,10230.56,10198.34,129640.8,79745.51,195702.6,115125.9,86185.78,128932.2,119120.6
84.65,68230.99,38831.23,-7277.181,113022.3,49896.93,82671.72,102666.7,-15578.42,185557.8,-8751.49,132524.8,56150.38,140405.7,107669.9,60969.21,201264.1,129442.8,108204.5,86343.98,121080.9,189317.8,76415.8,151634.5,-272.3096,102294.3,2544.255,156614.6,63898,60466.3,216069.7,15804.17,29185.35,20573.95,148058.3,95568.53,147975.2,16821.66,73848.97,61215.3,-20790.46,48034.14,55098.69,8865.872,1142.517,120694.7,72662.24,147775.6,110179.5,95887.95,120479.4,109277.3
84.7,67186.12,53893.91,13540.4,109239.4,44185.02,85104.52,130900.5,3619.656,181780.5,13138.92,135950.8,42844.44,136433.1,66377.41,78954.64,205169.5,132886,78342.85,86393.64,122225.3,170601.1,64427.18,117179.7,12987.18,104420.1,21187.63,136158.5,49309.79,59779.89,220862,-23266.93,48867.87,-9632.746,149857.8,107969.4,157237.4,11925.15,78566.48,51684.91,-36695,43705.46,39804.45,3382.645,-10344.98,90748.71,70064.64,171327.4,101612.5,68118.69,117504,115292.6
84.75,73886.88,42662.45,2692.061,99522.43,51350.96,52556.78,116122.2,-21137.6,193585.6,-17126.87,136501.4,60532.2,127041.1,66792.98,100664.3,219616.5,124398.2,100709.2,38807.2,133233.5,196351.5,51326.15,141066.8,9048.814,110339.3,20000.64,150852,54033.01,24965.26,241232.3,3725.661,37124.14,-517.2827,133144.9,85695.58,161987,-1628.307,95858.59,36541.67,-59735.29,39536.06,35024.82,10491.46,6513.222,105890.5,72428.05,147139.7,108717.9,82519.23,115765.8,110063.4
84.8,64742.75,56757.93,-7837.147,104202.1,43414.88,61702.36,123605.9,7499.761,189320.5,20391.71,127758.2,58492.04,133421.5,38589.43,108755.4,213027.6,130631.2,133930.2,56561.03,110971.9,178800.6,52684.97,131543.8,36026.79,135808.6,-18389.09,135942.5,49071.51,56628.08,200931.8,11485.35,55210.71,13577.73,125940.9,71844.93,148653.8,9094.404,81098.95,59899.56,-58826.77,43397.21,47544.03,-10989.21,228.0146,118560.4,85533.33,168173.3,112876.6,93632.31,102028.2,101887
84.85,73964.82,39370.29,-4015.042,103266.8,41505.05,49884.63,120595,-8768.494,207451,525.733,127096.3,83896.43,122635.4,62555.04,81245.05,182987.5,155477.8,103772,99392.52,98662.43,170117.6,57149.91,135892.8,4039.077,137984.1,-2941.663,158933,45915.12,69124.76,188045.7,30785.88,64998.11,-6946.853,113378.1,92536.27,154798.9,4269.854,86863.28,32728.41,-30979.55,48349.63,9785.241,-18385.7,-15912.95,109293.2,105092.6,142835.8,119858.8,93459.98,90529.23,92965.41
84.9,62897.76,35203.09,-612.7404,73234.49,50149.43,69708.19,109767.6,-12518.13,178811,14822.66,113195.7,43695.27,129927.3,13764.53,84509.09,167145.1,120428.9,87440.27,98648.41,116751.8,180881,75547.89,134213.3,8557.284,134797.4,22242.8,147713.5,49454.85,44890.16,175901.3,15803.88,51602.32,8932.625,119924.6,53108.14,134464.2,-17611.95,69158.39,29609.63,-73863.91,49186.41,28939.35,-32397.7,-16385.66,118804.4,79645.16,138012.8,120191.6,103261.5,103714.4,122902.5
84.95,62428.2,32642.06,3732.115,66277.07,59159.61,40489.11,75412.31,-14346.77,142143.3,-1321.556,80690.55,36918.23,97306.98,13639.34,111155.1,141046.9,145077,99447.45,70273.96,86285.64,141288.9,50571.54,82846.85,18998.4,134284.9,22197.26,130659.8,52516.46,54721.96,139448.3,-24934.61,38881.83,-7407.056,100329.2,54837.76,118315.3,-12010.84,68038.23,26188.36,-38183.39,32645.51,24799.35,-35089.18,-10276.32,113599.6,54849.77,129911.1,108086.1,84128.2,86026.3,76986.34
85,62277.81,30920.25,7897.938,91331.41,41173.06,54977.19,92491.52,6065.294,147202.4,1206.025,91773.59,42962.54,87951.2,-6910.041,111156.4,125612.8,116972.8,94294.13,83106.84,64164.93,128789.5,74851.13,125408.1,5630.375,132894.4,7049.323,127735.6,32079.93,77360.59,134333.2,-505.5962,48383.34,5583.336,112212.1,59368.52,115515.8,-18442.46,68198,36846.21,-52712.15,33130.95,-6786.914,-21362.48,-21256.82,98232.02,78226.37,149773,149820,95036.7,88280.96,80739.38
85.05,65012.04,23479.91,-9903.523,84798.44,39149.52,28889.97,65842.89,368.745,140782.3,-23608.88,64162.19,40231.9,68105.71,23611.56,86659.32,127510.2,93937.89,93197.95,72276.08,70659.05,124744.5,58488.37,104780.1,6356.712,114778.7,-8769.66,121832.5,24862.81,41582.35,113587.4,-9538.77,30395.69,20429.14,89531.34,66467.2,83276.65,-29654.75,60697.06,9581.056,-52283.88,12638.41,-10052.42,-18723.97,-11059.15,67883.41,62908.16,100502.2,118319.2,89301.01,86736.78,91595.25
85.1,68592.71,32395.52,10350.53,71111.95,36596.57,24734.98,88417.54,1648.255,134369.3,-1193.519,87122.65,56508.38,63215.88,31196.07,115896.4,114672.1,106459,74602.96,77277.67,96415,120014.3,62873.51,118111.8,3802.699,111582.8,6004.803,99437.8,48491.49,51954.1,118295.6,-15842.18,35059.25,18513.58,102387.4,50174.07,123344.8,-25884.36,83029.19,41073.89,-57822.81,3781.811,13934.85,-9972.372,4042.974,73367.55,59669.8,104917.5,110801.5,84216.2,89634.29,67229.34
85.15,35700.47,29627.29,16394.9,69527.53,33902.91,32009.04,87427.21,23478.85,121461.9,-22102.92,109813.1,50175.27,64562.35,22817.41,138859.2,117611.8,111550.2,116442.5,87422.13,109682.4,146605.4,45106.73,155743.8,1228.703,111869.5,-3778.844,88481.38,9895.968,22520.13,98463.51,25478.84,52854.39,68046.29,84050.09,39363.23,103074,-61146.27,54242.95,46657.04,-54276.64,-15065.31,-7996.938,-31104.11,-24192.87,92195.15,61839.86,129584,110022.6,88358.08,74803.93,108054.6
85.2,44375.21,35556.17,4740.572,42353.11,-47.06425,28959.26,79841.29,15050.39,136182.9,14581.72,80724.65,14349.62,71723.17,17500.34,156029.6,98752.66,99037.24,95395.59,64831.37,127109.8,124162.3,59740.83,80350.57,3367.526,103771.1,-1849.98,119359.7,13437.41,38581.16,82596.73,28121.18,40096.14,8728.117,85698.45,33878.82,97175.58,-57911.75,61801.79,13378.08,-52479.41,58664.67,-25725.15,-11645.68,9819.848,81931.55,24165.47,111662.5,119644.4,62320.66,76610.92,96061.66
85.25,23540.79,25772.27,2183.407,38148.95,10351.6,13789.94,48379.14,-6301.827,117532.2,-4379.661,61379.79,35352.16,56257.04,2247.087,138337.1,52815.62,59167.69,100839.8,41844.34,69141.48,88363.55,29813.63,76613.19,720.8261,86369.59,-13661.01,52931.52,-8703.988,19371.15,39579.13,26013.79,65517.23,2808.277,63644.38,27399.25,76908.48,-34552,62356.82,7234.822,-62119.32,471.7641,-25624.35,-4318.729,2197.143,37638.09,29288.29,85908.08,100316.3,47409.13,72064.48,59180.56
85.3,37876.52,23772,-12415.68,2373.674,13491.3,18004.11,67661.64,-3165.704,107116.4,-20084.71,34322,29863.93,53679.07,4732.875,107209.2,51103.4,66273.66,81813.8,35541.49,64391.52,43902.02,30270.29,42466.82,3763.17,62225.84,-3932.094,36255.43,11048.46,23225.65,47540.46,9359.299,29615.45,-7843.392,49070.47,36184.21,61757.45,-18941.66,61682.3,7143.979,-42418.41,12373.46,1836.719,-39849.03,-14780.56,38237.52,20556.64,41482.36,67450.84,42652.63,91000.25,65988.22
85.35,65212.35,4273.471,-16535.25,24729.03,-14117.96,4701.699,31135.03,-9862.223,85635.43,-14578.16,11503.2,20372.74,33781.23,-26500.48,96860.67,21650.32,27644.71,72776.46,10350.85,44774.41,53782.48,20502.35,16515.42,3964.917,50607.68,-27369.6,10131.76,21492,7457.592,-496.0823,23126.63,40780.71,-547.6935,31252.21,22797.96,55984.98,-32287.57,72970.92,3818.92,-17223.44,14517.81,-4204.107,-23922.19,-35898.11,8313.104,17355.65,43140.86,63109.15,24450.44,70401.95,48396.14
85.4,40844.41,-15812.16,-19018.74,-6137.266,-8421.546,-4861.54,13123.56,-26051.95,86508.34,-2579.675,7348.43,25389.09,19549.47,-6057.533,74078.61,19491.59,27014.68,66107.57,7856.87,24227.34,47406.55,32112.85,45034.89,-3929.208,32927.36,4494.357,22868.55,-1105.67,10727.13,18337.1,17077.32,7175.677,-24248.38,19229.32,42885.63,35130.72,-9668.286,41314.43,-8164.582,-12425.47,4691.264,-2956.595,-25150.02,-32626.52,23081.69,19706.19,49948.89,40681.68,50494.22,49539.48,16137.06
85.45,64785.95,-28834.32,-18382.55,1864.53,-19217.02,-21786.29,7897.914,9003.293,71606.96,-16695.62,-11886.75,25231.03,10331.85,-10914.66,58602.42,22040.02,14856.03,27524.64,-5753.382,40605.84,27204.09,12601.19,33034.86,-4352.02,38119.3,-34902.58,21159.35,8059.319,-1025.396,-22790.96,39704.66,34109.83,-24979.71,22690.4,47484,16898.05,-11644.43,37211.3,-5547.501,6703.251,12568.67,-28016.3,-18968.26,-37596.06,8277.165,2744.858,23615.04,33819.86,16512.86,25578.7,12160.7
85.5,76655.72,-31198.16,7864.19,914.8764,-17297.21,-25831.56,37954.05,-26597.74,74089.41,-25959.89,25323.93,50275.85,15277.16,-10380.48,98125.01,32392.61,31310.86,55250.73,15836.94,60256.03,67638.14,52350.39,61007.05,-19285.67,80468.09,-10414.52,42045.31,13313.25,20221.26,8460.774,16281.78,30174.69,5126.093,60429.38,48031.45,30701.81,-10114.28,73414.91,-13009.02,-5800.801,-15435.96,-13176.19,-21458.78,-6595.267,16844.95,36108.45,4510.907,31259.72,27104.13,49727.18,12654.23
85.55,105134.2,-18356.65,-16731.72,-11300.3,-3143.381,-1378.875,40201.76,-26387.25,62878.51,-32226.91,54230.91,63720.27,29905.73,24011.84,86795.87,29927.39,48274.59,52504.6,15534.18,100858.1,77871.3,34499.63,46027.85,-5725.502,78625.46,-27089.68,38321.21,-5942.098,10638.02,29829.78,8575.321,31585.09,8687.448,84759.49,53344.32,62354.98,-15995.22,72178.23,-3201.93,17746.52,4883.08,-3545.423,-10404.24,10131.69,29521.89,71979.82,11122.96,41492.43,40662.17,39298.55,27006.25
85.6,98535.83,-2292.787,1999.676,25686.06,-9987.04,30674.93,45630.35,-13233.06,86728.46,-9290.419,60481.06,76805.8,21910.22,20246.39,114687.9,5286.691,55160.26,49827.25,10984.99,99497.17,61723.92,42289.89,81295.91,-26457.41,79005.45,-5729.359,26917.63,27143.52,25649.34,68565.57,-17552.36,26463.46,-6194.055,107840.8,43505.4,59049.45,-18743.4,76883.52,7600.569,-7287.167,-3149.948,10582.46,-6291.298,-4619.18,36006.23,41566,21619.4,48489.22,77643.71,17278.26,5426.357
85.65,112631.2,7605.928,1189.985,37692.66,14238.92,19443.85,60694.61,-9633.835,115991.9,-34539.04,96724.3,89005.77,45897.27,5002.737,113585.6,21541.66,50485.47,104099.2,3698.05,104424,100802.1,58692.93,93780.07,-18877.52,84322.16,-20524.03,51305.93,17779.76,22278.3,75238.29,-27868.93,25861.01,7530.174,69410.95,42220.49,76374.71,-9458.289,89069.36,-15917.55,21244.75,-8882.22,6780.442,-11647.42,14848.52,35302.48,80212.67,49837.8,72095.32,69545.27,32127.57,43634.74
85.7,135746,13732.82,23346.46,17503.79,21142.15,27177.31,50280.31,-35227.44,119051.4,-7853.708,97440.57,81384.87,29147.13,15547.07,103852.2,28262.84,46815.7,96901.9,41754.27,133917.3,95717.17,57144.48,72241.02,-23300.61,109042.2,-16039.06,65694.86,5483.298,32502.63,68343.86,-35734.38,28316,17473.45,81132.27,17499.84,83110.31,-5238.539,98137.66,7833.411,24584.59,19970.58,23930.85,-2991.542,12199.65,54169.02,36057.93,15662.91,68857.01,81351.91,24271.85,25176.33
85.75,110038.2,26351.62,20346.16,8190.26,30169.13,14010.49,48279.87,-4582.788,87381.62,5137.589,91000.69,99262.72,37854.72,-17882.18,84942.51,15620.4,61878.31,78606.08,29904.35,124334.7,86640.2,57928.48,98127.09,-20337.93,113894,-25492.62,66062.55,27779.27,34382.71,64519.14,-15569.07,30586.03,19170.3,78914.05,28630.54,91227.75,-38961.36,95771.34,18635.19,1309.915,4156.535,7331.616,-18602.69,50357.16,41430.04,18199.34,26549.39,67152.09,79967.48,12005.81,20481.94
85.8,107392.3,3258.856,36616.3,24698.05,40035.29,23299.89,46753.75,-12209.85,102418,11017.15,87578.96,86968.6,33137.38,-3426.718,59838.31,31991.79,74890.12,82250.12,36290.63,103342.6,95962.2,53545.35,106085.3,-10162.11,115375.6,-18538.63,43940.8,14967.17,22526.18,68158.09,-26849.85,-2314.306,247.259,85326.21,16585.03,103669.7,-16222.6,66921.7,34530.79,-18816.33,26784.08,-1610.321,23078.42,52462.96,38334.36,36104.55,40485.3,67664.11,49818.33,20118.88,42814.59
85.85,109962.4,16884.97,30409.45,61880.09,26606.54,16779.3,68709.88,4120.121,115315.5,10443.38,110000.4,121190.5,45978.07,13327.21,51684.8,38931.71,107753.5,99433.02,74285.62,118637.3,122281.2,85664.59,136091.4,-8786.684,136316,-16849.94,51721.36,14538.34,16017.24,87983.89,-2691.378,-8474.067,26838.47,104027.7,17895.24,111058.1,5026.8,82960.69,41102.29,-8613.65,14132.25,13262,27199.96,58923.14,72373.28,32549.56,30879.39,65987.36,98200.96,10723.19,50386.2
85.9,138976,6869.937,44949.3,57949.82,19728.92,35170.34,82909.55,2072.849,114393,25286.17,121719.7,129973.2,66941.3,46758.2,56224.37,37345.22,96938.14,110996.4,51422.51,141524,146375.2,99021.81,154852.6,-19120.11,137708.6,4569.958,54938.39,35061.25,48968.35,93385.84,-30201.76,-7034.395,26680.63,155557,35495.06,113096.3,-3522.62,102310.2,29993.22,-9200.639,18075.95,28549.04,28989.14,53162.66,64220.84,68313.79,53397.7,78634.71,102438.6,17889.41,39201.72
85.95,131281.3,635.7606,46934.03,61554.14,9156.978,18181.6,74060.5,256.7714,133921.5,22225.26,115383.4,111090.4,42030.79,21626.05,56490.33,36558.89,109804.3,126819.1,66352.51,136363,143539.5,97595.33,164500.1,-14279.43,144609,-23548.62,60543.75,15384.67,-685.9323,94554.09,-12153.67,-8510.239,34055.58,110813.2,25512.9,145366.9,-2424.491,83966.02,18491.46,1920.787,40440.66,38508.4,39073.63,45120.88,63820.3,55005.93,47034.68,61111.06,85380.17,15732.46,29201.65
86,129175,4727.773,61962.52,51030.68,23472.94,40714.34,75783.75,-736.1019,110670.1,2847.924,107982.5,91735.22,46099.5,27063.36,54045.76,21864.36,85095.13,125140,51286.92,129004.3,133331,71764.41,146838.5,-18540.03,126971.9,-9942.279,62260.73,31433.14,2199.399,87976.82,-20233.27,12808.78,19619.25,126451.6,44753.1,115764.5,-4138.14,86018.65,36294.57,-8398.372,32828.48,21199.97,35056.08,38821.25,71031.06,37911.05,44366.88,80749.07,69383.84,3600.118,42246.14
86.05,100209.1,19060.16,32410.91,53011.22,10583.54,28509.94,61860.8,14013.16,92832.98,6368.579,93953.71,79677.47,46679.22,21173.75,42639.43,51676.9,76554.02,146647.9,50155.55,126712.6,131981.5,76496.19,134578.9,-18780.11,127647,-36947.8,43075.45,23336.42,877.519,70804.36,-31116.7,-5734.733,-5511.28,100928.5,43601.91,106180.6,-2129.198,91293.19,30454.66,-2558.567,58092.33,43267.82,12179.54,35662.35,59537.46,45764.46,56013.64,91409.58,70554.71,-4973.455,39412.62
86.1,63823.82,13976.88,52357.41,55896.28,-721.5433,26391.42,44670.15,8661.339,93947.54,6451.311,89317.52,69149.22,52427.03,45299.96,19185.95,37363.48,77564.64,160322.1,30232.16,93896.2,121463.7,47000.75,112066.3,-17807.69,116519.8,-2776.339,37431.68,3478.77,9780.081,62695.81,-15266.81,-18591.43,36034.26,96963.09,32708.27,106072.1,-371.9219,85077.91,34226.8,-12051.14,26114.1,36879.83,36212.46,63305.89,49375.18,64238.69,68748.5,84871.2,49349.75,957.2503,37333.25
86.15,80191.03,28211.26,39660.55,45437.99,13158.34,33692.86,44869.44,96.40735,110709.3,7530.125,92488.05,96437.45,72204.96,52770.78,15072.93,54673.91,72768.19,148269.3,39350.55,74913.48,144038.2,56552.21,121023.9,-18856.06,123258.2,-2617.748,43254.14,14736.06,14094.74,75542.58,-55250.15,-13362.24,24462.05,82648.59,43449.61,112840.4,-1841.148,91497.63,18293.68,-20001.38,50419.91,35401.41,35459.5,56560.21,56184.52,74169.79,69015.83,100823.3,73665.77,6925.274,33312.54
86.2,56277.69,-355.7637,36699.67,31394.08,23891.06,15359.39,49958.24,-20805.03,105050.6,7031.76,65814.5,92963.8,39795.92,-4962.159,18922.5,36441.49,50949.32,130682.4,40255.46,79507.93,113587.4,58749.22,77804.38,-7746.815,94709.88,960.7071,37351.54,26325.49,9256.509,54193.94,-59109.92,-32265.28,21918.41,74528.46,25348.4,97091,-33380.56,74754.95,37985.66,-28189.13,60468.34,37044.29,9785.092,62282.36,20224.06,63277.21,72157.07,78565.87,50610.36,3905.445,16388.63
86.25,26185.44,-10966.79,18241.29,23579.58,14585.07,-9110.965,30007.55,12977.83,87512.57,-3928.194,62700.68,36269.68,37644.52,25534.74,-1439.218,27720.63,39479.03,114025.3,46411.21,73160.06,81175.16,27162.51,82506.41,-13429.68,70600.63,-4866.79,-6769.304,14731.72,-11546.02,52734.54,-34907.53,-28280.48,20146.28,49317.21,2081.717,79305.13,-7068.938,54214.77,7079.849,-16512.87,36072.41,24205.21,12799.54,52444.68,7134.958,35842.08,54512.65,40115.41,34704.87,8280.153,3745.045
